Date,Exercise,Category,Weight (kgs),Reps,Distance,Distance Unit,Time,Comment
2020-01-10,Incline Barbell Bench Press,Chest,40.0,12,,,,""
2020-01-10,Incline Barbell Bench Press,Chest,40.0,10,,,,""
2020-01-10,Incline Barbell Bench Press,Chest,50.0,6,,,,""
2020-01-10,Incline Barbell Bench Press,Chest,50.0,6,,,,""
2020-01-10,Incline Barbell Bench Press,Chest,50.0,6,,,,""
2020-01-14,Military Press,Shoulders,5.0,12,,,,""
2020-01-15,Incline Barbell Bench Press,Chest,40.0,12,,,,""
2020-01-15,Incline Barbell Bench Press,Chest,40.0,10,,,,""
2020-01-15,Incline Barbell Bench Press,Chest,50.0,4,,,,""
2020-01-15,Incline Barbell Bench Press,Chest,50.0,1,,,,""
2020-01-15,Incline Barbell Bench Press,Chest,50.0,6,,,,""
2020-01-15,Incline Barbell Bench Press,Chest,55.0,4,,,,""
2020-01-15,Close Grip Barbell Bench Press,Triceps,40.0,6,,,,""
2020-01-15,Close Grip Barbell Bench Press,Triceps,45.0,5,,,,""
2020-01-15,Close Grip Barbell Bench Press,Triceps,50.0,4,,,,""
2020-01-15,Dumbbell Curl,Biceps,36.0,6,,,,""
2020-01-15,Dumbbell Curl,Biceps,40.0,6,,,,""
2020-01-15,Dumbbell Curl,Biceps,44.0,4,,,,""
2020-01-15,Dumbbell Overhead Triceps Extension,Triceps,34.0,6,,,,""
2020-01-15,Dumbbell Overhead Triceps Extension,Triceps,36.0,6,,,,""
2020-01-16,Barbell Squat,Legs,50.0,12,,,,""
2020-01-16,Barbell Squat,Legs,50.0,10,,,,""
2020-01-16,Barbell Squat,Legs,70.0,4,,,,""
2020-01-16,Barbell Squat,Legs,75.0,1,,,,""
2020-01-16,Barbell Squat,Legs,75.0,6,,,,""
2020-01-16,Barbell Squat,Legs,80.0,5,,,,""
2020-01-16,Leg Press,Legs,200.0,6,,,,""
2020-01-16,Leg Press,Legs,210.0,6,,,,""
2020-01-16,Leg Press,Legs,220.0,6,,,,""
2020-01-16,Romanian Deadlift,Legs,90.0,6,,,,""
2020-01-16,Romanian Deadlift,Legs,100.0,6,,,,""
2020-01-16,Romanian Deadlift,Legs,100.0,5,,,,""
2020-01-16,Lateral Dumbbell Raise,Shoulders,20.0,6,,,,""
2020-01-16,Lateral Dumbbell Raise,Shoulders,25.0,6,,,,""
2020-01-16,Lateral Dumbbell Raise,Shoulders,25.0,6,,,,""
2020-01-16,Rear Delt Dumbbell Raise,Shoulders,38.0,6,,,,""
2020-01-16,Rear Delt Dumbbell Raise,Shoulders,36.0,5,,,,""
2020-01-16,Rear Delt Dumbbell Raise,Shoulders,36.0,5,,,,""
2020-01-16,Standing Calf Raise Machine,Legs,105.0,6,,,,""
2020-01-16,Standing Calf Raise Machine,Legs,105.0,6,,,,""
2020-01-16,Standing Calf Raise Machine,Legs,105.0,5,,,,""
2020-01-16,Seated Calf Raise Machine,Legs,100.0,6,,,,""
2020-01-16,Seated Calf Raise Machine,Legs,130.0,6,,,,""
2020-01-17,Flat Barbell Bench Press,Chest,50.0,12,,,,""
2020-01-17,Flat Barbell Bench Press,Chest,50.0,10,,,,""
2020-01-17,Flat Barbell Bench Press,Chest,70.0,4,,,,""
2020-01-17,Flat Barbell Bench Press,Chest,75.0,1,,,,""
2020-01-17,Flat Barbell Bench Press,Chest,75.0,4,,,,""
2020-01-17,Flat Barbell Bench Press,Chest,75.0,4,,,,""
2020-01-17,Flat Barbell Bench Press,Chest,75.0,4,,,,""
2020-01-17,Incline Barbell Bench Press,Chest,50.0,6,,,,""
2020-01-17,Incline Barbell Bench Press,Chest,50.0,6,,,,""
2020-01-17,Incline Barbell Bench Press,Chest,50.0,6,,,,""
2020-01-17,Incline Dumbbell Bench Press,Chest,40.0,6,,,,""
2020-01-17,Incline Dumbbell Bench Press,Chest,44.0,6,,,,""
2020-01-17,Flat Dumbbell Bench Press,Chest,48.0,6,,,,""
2020-01-17,Flat Dumbbell Bench Press,Chest,52.0,6,,,,""
2020-01-17,Flat Dumbbell Bench Press,Chest,56.0,6,,,,""
2020-01-17,Rope Push Down,Triceps,45.0,6,,,,""
2020-01-17,Rope Push Down,Triceps,50.0,6,,,,""
2020-01-17,Rope Push Down,Triceps,55.0,6,,,,""
2020-01-18,Barbell Deadlift,Back,80.0,12,,,,""
2020-01-18,Barbell Deadlift,Back,80.0,9,,,,""
2020-01-18,Barbell Deadlift,Back,100.0,4,,,,""
2020-01-18,Barbell Deadlift,Back,110.0,1,,,,""
2020-01-18,Barbell Deadlift,Back,110.0,4,,,,""
2020-01-18,Barbell Deadlift,Back,110.0,4,,,,""
2020-01-18,Barbell Deadlift,Back,100.0,6,,,,""
2020-01-18,Dumbbell Row,Back,34.0,6,,,,""
2020-01-18,Dumbbell Row,Back,36.0,6,,,,""
2020-01-18,Dumbbell Row,Back,38.0,6,,,,""
2020-01-18,Lat Pulldown,Back,70.0,6,,,,""
2020-01-18,Lat Pulldown,Back,80.0,6,,,,""
2020-01-18,Lat Pulldown,Back,90.0,6,,,,""
2020-01-18,Seated Calf Raise Machine,Legs,130.0,6,,,,""
2020-01-18,Seated Calf Raise Machine,Legs,160.0,6,,,,""
2020-01-18,Seated Calf Raise Machine,Legs,180.0,6,,,,""
2020-01-19,Flat Dumbbell Bench Press,Chest,32.0,12,,,,""
2020-01-19,Flat Dumbbell Bench Press,Chest,32.0,10,,,,""
2020-01-19,Flat Dumbbell Bench Press,Chest,44.0,4,,,,""
2020-01-19,Flat Dumbbell Bench Press,Chest,52.0,1,,,,""
2020-01-19,Flat Dumbbell Bench Press,Chest,56.0,6,,,,""
2020-01-19,Flat Dumbbell Bench Press,Chest,56.0,6,,,,""
2020-01-19,Flat Dumbbell Bench Press,Chest,60.0,6,,,,""
2020-01-19,Lateral Dumbbell Raise,Shoulders,30.0,6,,,,""
2020-01-19,Lateral Dumbbell Raise,Shoulders,36.0,6,,,,""
2020-01-19,Lateral Dumbbell Raise,Shoulders,40.0,6,,,,""
2020-01-19,Seated Dumbbell Lateral Raise,Shoulders,28.0,6,,,,""
2020-01-19,Seated Dumbbell Lateral Raise,Shoulders,28.0,6,,,,""
2020-01-19,Dumbbell Rear Side Lateral,Shoulders,28.0,6,,,,""
2020-01-19,Dumbbell Rear Side Lateral,Shoulders,28.0,6,,,,""
2020-01-19,Cable Crunch,Abs,35.0,10,,,,""
2020-01-19,Cable Crunch,Abs,45.0,12,,,,""
2020-01-19,Cable Crunch,Abs,55.0,12,,,,""
2020-01-19,Dumbbell Rear Side Lateral,Shoulders,32.0,6,,,,""
2020-01-20,Barbell Squat,Legs,50.0,10,,,,""
2020-01-20,Barbell Squat,Legs,60.0,12,,,,""
2020-01-20,Barbell Squat,Legs,80.0,4,,,,""
2020-01-20,Barbell Squat,Legs,90.0,1,,,,""
2020-01-20,Barbell Squat,Legs,90.0,6,,,,""
2020-01-20,Barbell Squat,Legs,100.0,4,,,,""
2020-01-20,Barbell Squat,Legs,100.0,4,,,,""
2020-01-20,Leg Press,Legs,220.0,6,,,,""
2020-01-20,Leg Press,Legs,230.0,6,,,,""
2020-01-20,Leg Press,Legs,240.0,6,,,,""
2020-01-20,Lying Leg Curl Machine,Legs,55.0,6,,,,""
2020-01-20,Lying Leg Curl Machine,Legs,60.0,6,,,,""
2020-01-20,Lying Leg Curl Machine,Legs,65.0,6,,,,""
2020-01-20,Lying Leg Curl Machine,Legs,70.0,6,,,,""
2020-01-20,Standing Calf Raise Machine,Legs,97.5,6,,,,""
2020-01-20,Standing Calf Raise Machine,Legs,105.0,6,,,,""
2020-01-20,Standing Calf Raise Machine,Legs,112.5,10,,,,""
2020-01-20,Standing Calf Raise Machine,Legs,97.5,10,,,,""
2020-01-21,Close Grip Barbell Bench Press,Triceps,55.0,10,,,,""
2020-01-21,Close Grip Barbell Bench Press,Triceps,55.0,12,,,,""
2020-01-21,Close Grip Barbell Bench Press,Triceps,75.0,4,,,,""
2020-01-21,Close Grip Barbell Bench Press,Triceps,80.0,1,,,,""
2020-01-21,Close Grip Barbell Bench Press,Triceps,75.0,6,,,,""
2020-01-21,Close Grip Barbell Bench Press,Triceps,75.0,5,,,,""
2020-01-21,Barbell Curl,Biceps,30.0,10,,,,""
2020-01-21,Barbell Curl,Biceps,30.0,12,,,,""
2020-01-21,Barbell Curl,Biceps,40.0,4,,,,""
2020-01-21,Barbell Curl,Biceps,40.0,1,,,,""
2020-01-21,Barbell Curl,Biceps,35.0,6,,,,""
2020-01-21,Barbell Curl,Biceps,40.0,4,,,,""
2020-01-21,Barbell Curl,Biceps,40.0,4,,,,""
2020-01-21,Seated Triceps Press,Triceps,34.0,6,,,,""
2020-01-21,Seated Triceps Press,Triceps,36.0,6,,,,""
2020-01-21,Seated Triceps Press,Triceps,38.0,6,,,,""
2020-01-21,Dumbbell Hammer Curl,Biceps,48.0,6,,,,""
2020-01-21,Dumbbell Hammer Curl,Biceps,44.0,8,,,,""
2020-01-21,Dumbbell Hammer Curl,Biceps,40.0,10,,,,""
2020-01-21,Captain Chair Leg Raises,Abs,0.0,20,,,,""
2020-01-21,Captain Chair Leg Raises,Abs,0.0,22,,,,""
2020-01-21,Captain Chair Leg Raises,Abs,0.0,22,,,,""
2020-01-24,Flat Barbell Bench Press,Chest,60.0,10,,,,""
2020-01-24,Flat Barbell Bench Press,Chest,60.0,12,,,,""
2020-01-24,Flat Barbell Bench Press,Chest,70.0,4,,,,""
2020-01-24,Flat Barbell Bench Press,Chest,75.0,1,,,,""
2020-01-24,Flat Barbell Bench Press,Chest,75.0,4,,,,""
2020-01-24,Flat Barbell Bench Press,Chest,75.0,4,,,,""
2020-01-24,Flat Barbell Bench Press,Chest,80.0,1,,,,""
2020-01-24,Flat Barbell Bench Press,Chest,75.0,2,,,,""
2020-01-24,Flat Barbell Bench Press,Chest,70.0,3,,,,""
2020-01-24,Incline Barbell Bench Press,Chest,60.0,6,,,,""
2020-01-24,Incline Barbell Bench Press,Chest,70.0,4,,,,""
2020-01-24,Incline Barbell Bench Press,Chest,65.0,4,,,,""
2020-01-24,Flat Dumbbell Bench Press,Chest,56.0,6,,,,""
2020-01-24,Flat Dumbbell Bench Press,Chest,60.0,6,,,,""
2020-01-24,Flat Dumbbell Bench Press,Chest,64.0,6,,,,""
2020-01-24,Rope Push Down,Triceps,50.0,6,,,,""
2020-01-24,Rope Push Down,Triceps,55.0,6,,,,""
2020-01-24,Rope Push Down,Triceps,60.0,4,,,,""
2020-01-25,Barbell Deadlift,Back,80.0,10,,,,""
2020-01-25,Barbell Deadlift,Back,80.0,10,,,,""
2020-01-25,Barbell Deadlift,Back,100.0,4,,,,""
2020-01-25,Barbell Deadlift,Back,110.0,1,,,,""
2020-01-25,Barbell Deadlift,Back,110.0,4,,,,""
2020-01-25,Barbell Deadlift,Back,110.0,5,,,,""
2020-01-25,One Arm Dumbbell Row,Back,40.0,6,,,,""
2020-01-25,One Arm Dumbbell Row,Back,42.0,6,,,,""
2020-01-25,One Arm Dumbbell Row,Back,44.0,6,,,,""
2020-01-25,Lat Pulldown,Back,90.0,6,,,,""
2020-01-25,Lat Pulldown,Back,95.0,6,,,,""
2020-01-25,Lat Pulldown,Back,100.0,6,,,,""
2020-01-25,Leg Press Calf Raise,Legs,230.0,8,,,,""
2020-01-25,Leg Press Calf Raise,Legs,240.0,10,,,,""
2020-01-25,Leg Press Calf Raise,Legs,240.0,10,,,,""
2020-01-26,Seated Dumbbell Press,Shoulders,28.0,12,,,,""
2020-01-26,Seated Dumbbell Press,Shoulders,28.0,10,,,,""
2020-01-26,Seated Dumbbell Press,Shoulders,40.0,4,,,,""
2020-01-26,Seated Dumbbell Press,Shoulders,48.0,1,,,,""
2020-01-26,Seated Dumbbell Press,Shoulders,48.0,6,,,,""
2020-01-26,Seated Dumbbell Press,Shoulders,48.0,6,,,,""
2020-01-26,Seated Dumbbell Press,Shoulders,48.0,6,,,,""
2020-01-26,Seated Dumbbell Press,Shoulders,36.0,12,,,,""
2020-01-26,Lateral Dumbbell Raise,Shoulders,28.0,6,,,,""
2020-01-26,Lateral Dumbbell Raise,Shoulders,24.0,6,,,,""
2020-01-26,Lateral Dumbbell Raise,Shoulders,24.0,6,,,,""
2020-01-26,Rear Delt Dumbbell Raise,Shoulders,28.0,6,,,,""
2020-01-26,Rear Delt Dumbbell Raise,Shoulders,28.0,6,,,,""
2020-01-26,Rear Delt Dumbbell Raise,Shoulders,28.0,10,,,,""
2020-01-26,Cable Crunch,Abs,35.0,20,,,,""
2020-01-26,Cable Crunch,Abs,35.0,20,,,,""
2020-01-26,Cable Crunch,Abs,35.0,2,,,,""
2020-01-26,Running (Treadmill),Cardio,,,3.45,km,30:00:00,""
2020-01-27,Barbell Squat,Legs,50.0,10,,,,""
2020-01-27,Barbell Squat,Legs,50.0,12,,,,""
2020-01-27,Barbell Squat,Legs,70.0,4,,,,""
2020-01-27,Barbell Squat,Legs,90.0,4,,,,""
2020-01-27,Barbell Squat,Legs,90.0,1,,,,""
2020-01-27,Barbell Squat,Legs,95.0,4,,,,""
2020-01-27,Barbell Squat,Legs,95.0,4,,,,""
2020-01-27,Barbell Squat,Legs,90.0,6,,,,""
2020-01-27,Leg Press,Legs,190.0,6,,,,""
2020-01-27,Leg Press,Legs,240.0,6,,,,""
2020-01-27,Leg Press,Legs,260.0,8,,,,""
2020-01-27,Lying Leg Curl Machine,Legs,70.0,6,,,,""
2020-01-27,Lying Leg Curl Machine,Legs,80.0,8,,,,""
2020-01-27,Lying Leg Curl Machine,Legs,90.0,6,,,,""
2020-01-27,Seated Calf Raise Machine,Legs,75.0,6,,,,""
2020-01-27,Seated Calf Raise Machine,Legs,80.0,6,,,,""
2020-01-27,Seated Calf Raise Machine,Legs,85.0,6,,,,""
2020-01-28,Close Grip Barbell Bench Press,Triceps,50.0,12,,,,""
2020-01-28,Close Grip Barbell Bench Press,Triceps,50.0,10,,,,""
2020-01-28,Close Grip Barbell Bench Press,Triceps,60.0,4,,,,""
2020-01-28,Close Grip Barbell Bench Press,Triceps,70.0,1,,,,""
2020-01-28,Close Grip Barbell Bench Press,Triceps,70.0,4,,,,""
2020-01-28,Close Grip Barbell Bench Press,Triceps,70.0,5,,,,""
2020-01-28,Close Grip Barbell Bench Press,Triceps,65.0,6,,,,""
2020-01-28,Barbell Curl,Biceps,35.0,6,,,,""
2020-01-28,Barbell Curl,Biceps,40.0,6,,,,""
2020-01-28,Barbell Curl,Biceps,40.0,6,,,,""
2020-01-28,Barbell Curl,Biceps,20.0,22,,,,""
2020-01-28,Barbell Curl,Biceps,15.0,15,,,,""
2020-01-28,Seated Triceps Press,Triceps,36.0,6,,,,""
2020-01-28,Seated Triceps Press,Triceps,38.0,6,,,,""
2020-01-28,Seated Triceps Press,Triceps,40.0,6,,,,""
2020-01-28,Captain Chair Leg Raises,Abs,0.0,20,,,,""
2020-01-28,Captain Chair Leg Raises,Abs,0.0,16,,,,""
2020-01-28,Captain Chair Leg Raises,Abs,0.0,15,,,,""
2020-01-28,Dumbbell Hammer Curl,Biceps,40.0,6,,,,""
2020-01-28,Dumbbell Hammer Curl,Biceps,44.0,6,,,,""
2020-01-28,Dumbbell Hammer Curl,Biceps,48.0,6,,,,""
2020-01-31,Flat Barbell Bench Press,Chest,50.0,12,,,,""
2020-01-31,Flat Barbell Bench Press,Chest,50.0,10,,,,""
2020-01-31,Flat Barbell Bench Press,Chest,70.0,4,,,,""
2020-01-31,Flat Barbell Bench Press,Chest,75.0,1,,,,""
2020-01-31,Flat Barbell Bench Press,Chest,80.0,2,,,,""
2020-01-31,Flat Barbell Bench Press,Chest,75.0,2,,,,""
2020-01-31,Flat Barbell Bench Press,Chest,75.0,4,,,,""
2020-01-31,Flat Barbell Bench Press,Chest,75.0,5,,,,""
2020-01-31,Incline Barbell Bench Press,Chest,50.0,8,,,,""
2020-01-31,Incline Barbell Bench Press,Chest,60.0,6,,,,""
2020-01-31,Incline Barbell Bench Press,Chest,65.0,4,,,,""
2020-01-31,Incline Barbell Bench Press,Chest,65.0,4,,,,""
2020-01-31,Flat Dumbbell Bench Press,Chest,56.0,6,,,,""
2020-01-31,Flat Dumbbell Bench Press,Chest,56.0,6,,,,""
2020-01-31,Flat Dumbbell Bench Press,Chest,60.0,6,,,,""
2020-01-31,Dips,Chest,0.0,10,,,,""
2020-01-31,Dips,Chest,0.0,10,,,,""
2020-01-31,Dips,Chest,0.0,10,,,,""
2020-01-31,Rope Push Down,Triceps,25.0,8,,,,""
2020-01-31,Rope Push Down,Triceps,27.5,8,,,,""
2020-01-31,Rope Push Down,Triceps,27.5,8,,,,""
2020-02-01,Barbell Deadlift,Back,70.0,12,,,,""
2020-02-01,Barbell Deadlift,Back,70.0,10,,,,""
2020-02-01,Barbell Deadlift,Back,100.0,4,,,,""
2020-02-01,Barbell Deadlift,Back,105.0,1,,,,""
2020-02-01,Barbell Deadlift,Back,110.0,5,,,,""
2020-02-01,Barbell Deadlift,Back,110.0,6,,,,""
2020-02-01,Barbell Deadlift,Back,110.0,6,,,,""
2020-02-01,One Arm Dumbbell Row,Back,38.0,8,,,,""
2020-02-01,One Arm Dumbbell Row,Back,40.0,6,,,,""
2020-02-01,One Arm Dumbbell Row,Back,36.0,6,,,,""
2020-02-01,Lat Pulldown,Back,95.0,6,,,,""
2020-02-01,Lat Pulldown,Back,105.0,6,,,,""
2020-02-01,Lat Pulldown,Back,105.0,6,,,,""
2020-02-01,Seated Cable Row,Back,75.0,12,,,,""
2020-02-01,Seated Cable Row,Back,75.0,12,,,,""
2020-02-01,Seated Cable Row,Back,75.0,12,,,,""
2020-02-01,Leg Press Calf Raise,Legs,146.0,12,,,,""
2020-02-01,Leg Press Calf Raise,Legs,155.0,12,,,,""
2020-02-01,Leg Press Calf Raise,Legs,182.0,10,,,,""
2020-02-01,Leg Press Calf Raise,Legs,182.0,10,,,,""
2020-02-02,Seated Dumbbell Press,Shoulders,28.0,12,,,,""
2020-02-02,Seated Dumbbell Press,Shoulders,28.0,10,,,,""
2020-02-02,Seated Dumbbell Press,Shoulders,40.0,8,,,,""
2020-02-02,Seated Dumbbell Press,Shoulders,44.0,1,,,,""
2020-02-02,Seated Dumbbell Press,Shoulders,44.0,6,,,,""
2020-02-02,Seated Dumbbell Press,Shoulders,48.0,4,,,,""
2020-02-02,Seated Dumbbell Press,Shoulders,40.0,6,,,,""
2020-02-02,Lateral Dumbbell Raise,Shoulders,12.0,8,,,,""
2020-02-02,Lateral Dumbbell Raise,Shoulders,10.0,10,,,,""
2020-02-02,Lateral Dumbbell Raise,Shoulders,12.0,8,,,,""
2020-02-02,Dumbbell Rear Side Lateral,Shoulders,28.0,8,,,,""
2020-02-02,Dumbbell Rear Side Lateral,Shoulders,32.0,8,,,,""
2020-02-02,Dumbbell Rear Side Lateral,Shoulders,32.0,10,,,,""
2020-02-02,Cable Crunch,Abs,40.0,15,,,,""
2020-02-02,Cable Crunch,Abs,40.0,15,,,,""
2020-02-02,Cable Crunch,Abs,40.0,20,,,,""
2020-02-03,Barbell Squat,Legs,50.0,12,,,,""
2020-02-03,Barbell Squat,Legs,50.0,10,,,,""
2020-02-03,Barbell Squat,Legs,70.0,4,,,,""
2020-02-03,Barbell Squat,Legs,80.0,1,,,,""
2020-02-03,Barbell Squat,Legs,90.0,6,,,,""
2020-02-03,Barbell Squat,Legs,95.0,6,,,,""
2020-02-03,Barbell Squat,Legs,100.0,6,,,,""
2020-02-03,Angled Leg Press,Legs,230.0,6,,,,""
2020-02-03,Angled Leg Press,Legs,240.0,6,,,,""
2020-02-03,Angled Leg Press,Legs,250.0,6,,,,""
2020-02-03,Lying Leg Curl Machine,Legs,80.0,10,,,,""
2020-02-03,Lying Leg Curl Machine,Legs,85.0,8,,,,""
2020-02-03,Lying Leg Curl Machine,Legs,90.0,8,,,,""
2020-02-03,Seated Calf Raise Machine,Legs,75.0,8,,,,""
2020-02-03,Seated Calf Raise Machine,Legs,85.0,6,,,,""
2020-02-03,Seated Calf Raise Machine,Legs,85.0,8,,,,""
2020-02-04,Close Grip Barbell Bench Press,Triceps,60.0,10,,,,""
2020-02-04,Close Grip Barbell Bench Press,Triceps,60.0,10,,,,""
2020-02-04,Close Grip Barbell Bench Press,Triceps,70.0,4,,,,""
2020-02-04,Close Grip Barbell Bench Press,Triceps,80.0,1,,,,""
2020-02-04,Close Grip Barbell Bench Press,Triceps,75.0,4,,,,""
2020-02-04,Close Grip Barbell Bench Press,Triceps,75.0,4,,,,""
2020-02-04,Close Grip Barbell Bench Press,Triceps,75.0,6,,,,""
2020-02-04,Barbell Curl,Biceps,40.0,6,,,,""
2020-02-04,Barbell Curl,Biceps,45.0,6,,,,""
2020-02-04,Barbell Curl,Biceps,45.0,6,,,,""
2020-02-04,Barbell Curl,Biceps,30.0,20,,,,""
2020-02-04,Seated Triceps Press,Triceps,40.0,6,,,,""
2020-02-04,Seated Triceps Press,Triceps,40.0,6,,,,""
2020-02-04,Seated Triceps Press,Triceps,40.0,6,,,,""
2020-02-04,Dumbbell Hammer Curl,Biceps,20.0,8,,,,""
2020-02-04,Dumbbell Hammer Curl,Biceps,22.0,8,,,,""
2020-02-04,Dumbbell Hammer Curl,Biceps,22.0,8,,,,""
2020-02-04,Seated Triceps Press,Triceps,20.0,30,,,,""
2020-02-04,Captain Chair Leg Raises,Abs,0.0,25,,,,""
2020-02-04,Captain Chair Leg Raises,Abs,0.0,25,,,,""
2020-02-04,Captain Chair Leg Raises,Abs,0.0,30,,,,""
2020-02-05,HIIT,Cardio,,,3.5,km,0:30:00,""
2020-02-07,Flat Barbell Bench Press,Chest,50.0,12,,,,""
2020-02-07,Flat Barbell Bench Press,Chest,50.0,12,,,,""
2020-02-07,Flat Barbell Bench Press,Chest,70.0,4,,,,""
2020-02-07,Flat Barbell Bench Press,Chest,75.0,2,,,,""
2020-02-07,Flat Barbell Bench Press,Chest,80.0,2,,,,""
2020-02-07,Flat Barbell Bench Press,Chest,70.0,2,,,,""
2020-02-07,Flat Barbell Bench Press,Chest,80.0,4,,,,""
2020-02-07,Flat Barbell Bench Press,Chest,80.0,3,,,,""
2020-02-07,Flat Barbell Bench Press,Chest,75.0,3,,,,""
2020-02-07,Incline Barbell Bench Press,Chest,60.0,6,,,,""
2020-02-07,Incline Barbell Bench Press,Chest,65.0,6,,,,""
2020-02-07,Incline Barbell Bench Press,Chest,65.0,5,,,,""
2020-02-07,Flat Dumbbell Bench Press,Chest,30.0,6,,,,""
2020-02-07,Flat Dumbbell Bench Press,Chest,32.0,5,,,,""
2020-02-07,Flat Dumbbell Bench Press,Chest,32.0,6,,,,""
2020-02-07,Rope Push Down,Triceps,30.0,8,,,,""
2020-02-07,Rope Push Down,Triceps,35.0,7,,,,""
2020-02-07,Rope Push Down,Triceps,35.0,6,,,,""
2020-02-07,Rope Push Down,Triceps,20.0,15,,,,""
2020-02-07,Dips,Chest,0.0,11,,,,""
2020-02-07,Dips,Chest,0.0,12,,,,""
2020-02-07,Dips,Chest,0.0,12,,,,""
2020-02-07,Ab Crunch Machine,Abs,32.0,25,,,,""
2020-02-07,Ab Crunch Machine,Abs,41.0,20,,,,""
2020-02-07,Ab Crunch Machine,Abs,41.0,20,,,,""
2020-02-08,Barbell Deadlift,Back,70.0,12,,,,""
2020-02-08,Barbell Deadlift,Back,70.0,10,,,,""
2020-02-08,Barbell Deadlift,Back,100.0,4,,,,""
2020-02-08,Barbell Deadlift,Back,110.0,1,,,,""
2020-02-08,Barbell Deadlift,Back,110.0,5,,,,""
2020-02-08,Barbell Deadlift,Back,110.0,4,,,,""
2020-02-08,Barbell Deadlift,Back,110.0,4,,,,""
2020-02-08,One Arm Dumbbell Row,Back,40.0,6,,,,""
2020-02-08,One Arm Dumbbell Row,Back,40.0,6,,,,""
2020-02-08,One Arm Dumbbell Row,Back,40.0,6,,,,""
2020-02-08,Lat Pulldown,Back,105.0,4,,,,""
2020-02-08,Lat Pulldown,Back,97.5,6,,,,""
2020-02-08,Lat Pulldown,Back,107.5,6,,,,""
2020-02-08,Standing Calf Raise Machine,Legs,60.0,12,,,,""
2020-02-08,Standing Calf Raise Machine,Legs,190.0,10,,,,""
2020-02-08,Standing Calf Raise Machine,Legs,190.0,10,,,,""
2020-02-08,Row Machine,Back,41.0,20,,,,""
2020-02-08,Row Machine,Back,41.0,25,,,,""
2020-02-08,Row Machine,Back,32.0,30,,,,""
2020-02-08,Chest Press Machine,Chest,32.0,22,,,,""
2020-02-08,Chest Press Machine,Chest,32.0,15,,,,""
2020-02-08,Chest Press Machine,Chest,23.0,25,,,,""
2020-02-08,Ab Crunch Machine,Abs,36.0,30,,,,""
2020-02-08,Ab Crunch Machine,Abs,41.0,25,,,,""
2020-02-08,Ab Crunch Machine,Abs,41.0,25,,,,""
2020-02-09,Military Press,Shoulders,30.0,10,,,,""
2020-02-09,Military Press,Shoulders,40.0,10,,,,""
2020-02-09,Military Press,Shoulders,45.0,4,,,,""
2020-02-09,Military Press,Shoulders,50.0,1,,,,""
2020-02-09,Military Press,Shoulders,45.0,6,,,,""
2020-02-09,Military Press,Shoulders,45.0,5,,,,""
2020-02-09,Military Press,Shoulders,45.0,5,,,,""
2020-02-09,Lateral Dumbbell Raise,Shoulders,14.0,6,,,,""
2020-02-09,Lateral Dumbbell Raise,Shoulders,14.0,8,,,,""
2020-02-09,Lateral Dumbbell Raise,Shoulders,16.0,6,,,,""
2020-02-09,Dumbbell Rear Side Lateral,Shoulders,18.0,8,,,,""
2020-02-09,Dumbbell Rear Side Lateral,Shoulders,18.0,8,,,,""
2020-02-09,Dumbbell Rear Side Lateral,Shoulders,18.0,10,,,,""
2020-02-09,Cable Crunch,Abs,45.0,12,,,,""
2020-02-09,Cable Crunch,Abs,45.0,16,,,,""
2020-02-09,Cable Crunch,Abs,45.0,16,,,,""
2020-02-09,Cable Crunch,Abs,45.0,10,,,,""
2020-02-10,Barbell Squat,Legs,60.0,10,,,,""
2020-02-10,Barbell Squat,Legs,60.0,12,,,,""
2020-02-10,Barbell Squat,Legs,80.0,4,,,,""
2020-02-10,Barbell Squat,Legs,100.0,1,,,,""
2020-02-10,Barbell Squat,Legs,100.0,4,,,,""
2020-02-10,Barbell Squat,Legs,100.0,6,,,,""
2020-02-10,Barbell Squat,Legs,105.0,6,,,,""
2020-02-10,Angled Leg Press,Legs,230.0,8,,,,""
2020-02-10,Angled Leg Press,Legs,250.0,8,,,,""
2020-02-10,Angled Leg Press,Legs,260.0,8,,,,""
2020-02-10,Lying Leg Curl Machine,Legs,80.0,10,,,,""
2020-02-10,Lying Leg Curl Machine,Legs,90.0,10,,,,""
2020-02-10,Lying Leg Curl Machine,Legs,90.0,10,,,,""
2020-02-10,Seated Calf Raise Machine,Legs,65.0,10,,,,""
2020-02-10,Seated Calf Raise Machine,Legs,75.0,10,,,,""
2020-02-10,Seated Calf Raise Machine,Legs,75.0,10,,,,""
2020-02-10,Seated Calf Raise Machine,Legs,75.0,10,,,,""
2020-02-11,Close Grip Barbell Bench Press,Triceps,50.0,12,,,,""
2020-02-11,Close Grip Barbell Bench Press,Triceps,50.0,10,,,,""
2020-02-11,Close Grip Barbell Bench Press,Triceps,60.0,4,,,,""
2020-02-11,Close Grip Barbell Bench Press,Triceps,70.0,1,,,,""
2020-02-11,Close Grip Barbell Bench Press,Triceps,75.0,6,,,,""
2020-02-11,Close Grip Barbell Bench Press,Triceps,75.0,4,,,,""
2020-02-11,Close Grip Barbell Bench Press,Triceps,75.0,5,,,,""
2020-02-11,Barbell Curl,Biceps,40.0,6,,,,""
2020-02-11,Barbell Curl,Biceps,45.0,4,,,,""
2020-02-11,Barbell Curl,Biceps,35.0,10,,,,""
2020-02-11,Barbell Curl,Biceps,35.0,8,,,,""
